SK_ID_CURR,TARGET
195255,0.09
195280,0.11
195291,0.15
195293,0.03
195300,0.03
195306,0.06
195307,0.09
195322,0.09
195326,0.11
195330,0.08
195341,0.13
195343,0.03
195367,0.06
195369,0.02
195371,0.03
195372,0.14
195389,0.05
195415,0.06
195435,0.08
195439,0.11
195440,0.08
195444,0.03
195447,0.01
195450,0.02
195451,0.09
195456,0.07
195457,0.12
195461,0.2
195462,0.06
195463,0.08
195466,0.05
195468,0.08
195469,0.1
195489,0.04
195495,0.09
195496,0.07
195504,0.01
195505,0.13
195506,0.08
195511,0.12
195518,0.06
195519,0.04
195529,0.01
195531,0.04
195546,0.07
195547,0.0
195552,0.08
195577,0.05
195579,0.02
195588,0.03
195597,0.08
195607,0.06
195617,0.05
195626,0.12
195632,0.09
195634,0.2
195635,0.06
195645,0.11
195648,0.04
195674,0.11
195691,0.08
195695,0.09
195703,0.06
195710,0.12
195711,0.05
195727,0.03
195729,0.07
195734,0.08
195739,0.06
195740,0.03
195746,0.1
195750,0.09
195769,0.14
195772,0.2
195785,0.04
195789,0.09
195793,0.01
195801,0.04
195803,0.14
195810,0.1
195818,0.05
195819,0.22
195823,0.09
195828,0.07
195836,0.01
195843,0.04
195858,0.03
195876,0.04
195890,0.11
195891,0.1
195900,0.04
195905,0.07
195910,0.02
195911,0.1
195912,0.06
195917,0.17
195918,0.14
195923,0.19
195937,0.13
195940,0.23
195945,0.02
195946,0.03
195948,0.08
195955,0.07
195957,0.11
195958,0.04
195959,0.16
195970,0.02
195974,0.08
195979,0.05
195990,0.06
196004,0.05
196007,0.11
196012,0.08
196019,0.11
196029,0.09
196034,0.0
196042,0.05
196066,0.05
196067,0.09
196071,0.03
196074,0.07
196075,0.08
196079,0.07
196080,0.14
196082,0.03
196083,0.09
196085,0.16
196115,0.11
196118,0.1
196128,0.04
196149,0.08
196150,0.06
196162,0.12
196194,0.1
196198,0.09
196204,0.07
196206,0.06
196210,0.08
196220,0.1
196221,0.04
196230,0.01
196236,0.15
196242,0.07
196256,0.14
196261,0.06
196274,0.07
196281,0.09
196303,0.14
196305,0.11
196322,0.05
196343,0.03
196346,0.02
196354,0.05
196357,0.07
196359,0.07
196360,0.15
196361,0.07
196364,0.17
196371,0.1
196375,0.12
196377,0.04
196378,0.05
196381,0.03
196384,0.08
196385,0.07
196388,0.17
196394,0.09
196400,0.08
196401,0.14
196404,0.09
196411,0.09
196436,0.07
196443,0.05
196444,0.12
196446,0.09
196475,0.06
196476,0.09
196486,0.1
196489,0.04
196492,0.01
196498,0.09
196500,0.06
196505,0.12
196507,0.06
196510,0.04
196514,0.14
196530,0.06
196544,0.01
196551,0.06
196578,0.04
196585,0.03
196587,0.03
196588,0.12
196594,0.17
196598,0.08
196605,0.04
196618,0.03
196619,0.12
196623,0.06
196624,0.12
196643,0.07
196649,0.1
196650,0.05
196656,0.0
196663,0.11
196667,0.14
196669,0.04
196681,0.08
196717,0.09
196726,0.22
196728,0.05
196729,0.13
196731,0.03
196736,0.04
196738,0.12
196745,0.02
196747,0.14
196748,0.03
196753,0.03
196757,0.1
196760,0.03
196777,0.25
196788,0.1
196799,0.04
196808,0.05
196819,0.05
196825,0.02
196826,0.09
196834,0.01
196841,0.17
196847,0.02
196849,0.07
196851,0.03
196867,0.06
196884,0.13
196889,0.03
196898,0.05
196901,0.04
196917,0.03
196930,0.07
196936,0.06
196956,0.05
196959,0.1
196962,0.05
196963,0.08
196971,0.07
196972,0.11
196977,0.03
196984,0.12
196985,0.2
197010,0.07
197029,0.11
197040,0.15
197058,0.12
197060,0.01
197064,0.12
197075,0.0
197083,0.12
197102,0.09
197103,0.11
197107,0.1
197129,0.07
197135,0.08
197140,0.02
197150,0.1
197152,0.03
197153,0.07
197154,0.1
197156,0.11
197166,0.23
197167,0.11
197177,0.04
197178,0.05
197187,0.12
197191,0.04
197205,0.04
197206,0.06
197219,0.06
197224,0.05
197245,0.13
197246,0.06
197273,0.19
197275,0.03
197278,0.14
197288,0.09
197290,0.07
197294,0.06
197295,0.03
197311,0.12
197314,0.21
197320,0.06
197321,0.17
197324,0.1
197327,0.17
197332,0.03
197333,0.13
197335,0.01
197348,0.08
197362,0.08
197363,0.07
197368,0.02
197378,0.08
197381,0.12
197384,0.07
197386,0.08
197393,0.12
197396,0.03
197400,0.06
197408,0.13
197412,0.08
197413,0.15
197415,0.03
197418,0.17
197427,0.03
197443,0.06
197448,0.12
197449,0.01
197470,0.07
197478,0.17
197482,0.18
197488,0.07
197491,0.07
197495,0.05
197498,0.05
197502,0.14
197507,0.07
197509,0.03
197510,0.09
197512,0.08
197513,0.05
197524,0.09
197525,0.08
197529,0.13
197533,0.04
197534,0.12
197540,0.04
197541,0.03
197559,0.07
197566,0.05
197582,0.01
197585,0.08
197587,0.1
197595,0.02
197598,0.07
197601,0.07
197603,0.06
197607,0.03
197611,0.04
197625,0.1
197631,0.13
197633,0.05
197638,0.12
197640,0.06
197644,0.04
197645,0.1
197646,0.11
197650,0.06
197657,0.05
197664,0.08
197668,0.05
197681,0.02
197682,0.12
197693,0.06
197695,0.02
197699,0.11
197709,0.05
197711,0.06
197715,0.09
197716,0.13
197722,0.11
197728,0.06
197729,0.06
197730,0.07
197744,0.03
197768,0.04
197770,0.04
197775,0.15
197788,0.02
197795,0.02
197806,0.05
197808,0.07
197812,0.09
197813,0.0
197822,0.1
197827,0.05
197828,0.03
197836,0.11
197857,0.06
197862,0.11
197872,0.04
197892,0.02
197903,0.05
197907,0.03
197908,0.13
197916,0.05
197921,0.03
197924,0.0
197930,0.09
197934,0.08
197942,0.07
197945,0.07
197958,0.05
197959,0.04
197967,0.08
197969,0.03
197978,0.06
197999,0.08
198001,0.07
198004,0.03
198007,0.06
198019,0.01
198020,0.03
198024,0.1
198026,0.1
198038,0.04
198044,0.07
198050,0.09
198054,0.14
198055,0.08
198082,0.12
198094,0.12
198095,0.02
198099,0.08
198101,0.09
198102,0.06
198114,0.18
198125,0.1
198127,0.04
198128,0.07
198137,0.04
198141,0.08
198142,0.04
198155,0.09
198179,0.08
198181,0.06
198184,0.02
198185,0.06
198186,0.2
198187,0.13
198193,0.03
198197,0.11
198209,0.03
198221,0.02
198225,0.1
198229,0.09
198237,0.16
198239,0.11
198247,0.07
198253,0.07
198272,0.0
198279,0.02
198282,0.11
198284,0.03
198285,0.04
198287,0.14
198294,0.11
198309,0.08
198312,0.05
198315,0.01
198323,0.02
198331,0.03
198333,0.14
198359,0.08
198370,0.08
198378,0.08
198379,0.13
198381,0.02
198383,0.07
198384,0.09
198385,0.02
198420,0.15
198421,0.11
198425,0.04
198427,0.05
198429,0.08
198437,0.04
198445,0.01
198452,0.06
198454,0.04
198487,0.07
198523,0.12
198528,0.12
198530,0.08
198539,0.06
198540,0.1
198547,0.05
198566,0.07
198568,0.03
198569,0.12
198595,0.05
198600,0.07
198614,0.05
198617,0.02
198619,0.1
198627,0.06
198640,0.02
198655,0.1
198664,0.09
198665,0.04
198666,0.19
198670,0.05
198673,0.21
198680,0.31
198689,0.02
198690,0.09
198702,0.08
198703,0.06
198704,0.2
198714,0.12
198715,0.09
198717,0.08
198718,0.05
198720,0.22
198721,0.09
198730,0.03
198739,0.05
198754,0.02
198761,0.04
198772,0.0
198774,0.12
198775,0.1
198779,0.07
198783,0.12
198790,0.11
198794,0.11
198798,0.12
198799,0.05
198802,0.1
198806,0.03
198847,0.08
198854,0.1
198858,0.04
198859,0.14
198865,0.19
198872,0.07
198874,0.15
198878,0.1
198883,0.08
198884,0.05
198891,0.06
198899,0.11
198907,0.19
198916,0.03
198917,0.1
198934,0.06
198937,0.1
198938,0.04
198941,0.08
198957,0.13
198966,0.07
198984,0.07
198997,0.0
199001,0.13
199003,0.14
199009,0.04
199011,0.1
199013,0.04
199015,0.1
199024,0.04
199026,0.16
199027,0.15
199029,0.06
199030,0.12
199041,0.08
199048,0.04
199057,0.18
199058,0.09
199062,0.06
199067,0.01
199070,0.03
199075,0.06
199076,0.07
199092,0.24
199096,0.08
199104,0.09
199114,0.05
199115,0.04
199117,0.16
199126,0.07
199131,0.1
199141,0.02
199145,0.06
199150,0.08
199151,0.03
199153,0.03
199166,0.11
199167,0.08
199177,0.05
199182,0.01
199183,0.04
199185,0.08
199212,0.03
199213,0.11
199222,0.15
199229,0.08
199230,0.06
199242,0.09
199243,0.05
199246,0.07
199247,0.19
199249,0.07
199262,0.1
199263,0.08
199275,0.11
199276,0.04
199287,0.07
199298,0.11
199304,0.09
199307,0.05
199311,0.03
199316,0.07
199320,0.1
199321,0.1
199325,0.08
199326,0.23
199327,0.07
199334,0.08
199344,0.11
199345,0.1
199352,0.07
199364,0.14
199378,0.05
199379,0.07
199387,0.11
199405,0.05
199418,0.11
199424,0.08
199425,0.1
199432,0.03
199433,0.1
199442,0.07
199446,0.1
199457,0.12
199458,0.02
199477,0.06
199522,0.14
199525,0.14
199533,0.13
199536,0.03
199537,0.12
199550,0.07
199560,0.08
199564,0.23
199575,0.06
199580,0.03
199586,0.06
199597,0.05
199598,0.08
199604,0.07
199608,0.09
199609,0.1
199616,0.07
199625,0.05
199648,0.32
199650,0.03
199655,0.05
199663,0.04
199670,0.05
199673,0.1
199685,0.07
199696,0.11
199703,0.2
199704,0.06
199706,0.07
199727,0.05
199740,0.13
199746,0.12
199764,0.12
199766,0.09
199785,0.04
199786,0.0
199795,0.1
199797,0.06
199803,0.12
199804,0.08
199810,0.0
199815,0.06
199822,0.05
199824,0.01
199828,0.05
199833,0.05
199840,0.17
199844,0.13
199846,0.04
199858,0.13
199862,0.06
199865,0.21
199866,0.05
199869,0.06
199870,0.12
199871,0.13
199878,0.05
199889,0.05
199891,0.06
199898,0.22
199903,0.08
199904,0.1
199924,0.22
199950,0.07
199954,0.06
199956,0.07
199962,0.06
199965,0.09
199971,0.19
199972,0.03
199988,0.12
199995,0.04
199997,0.01
199998,0.04
199999,0.05
200011,0.11
200012,0.03
200016,0.17
200019,0.0
200030,0.04
200031,0.09
200032,0.03
200038,0.1
200043,0.06
200044,0.18
200045,0.08
200053,0.09
200057,0.04
200061,0.03
200064,0.03
200071,0.07
200084,0.03
200085,0.0
200086,0.09
200093,0.1
200095,0.1
200105,0.03
200111,0.14
200116,0.24
200125,0.23
200126,0.02
200157,0.06
200173,0.11
200181,0.1
200185,0.05
200187,0.08
200193,0.03
200200,0.03
200202,0.04
200206,0.04
200207,0.08
200216,0.1
200229,0.16
200234,0.02
200241,0.16
200244,0.03
200258,0.03
200262,0.06
200268,0.23
200277,0.14
200286,0.09
200293,0.1
200299,0.05
200306,0.08
200335,0.04
200358,0.1
200366,0.09
200367,0.06
200370,0.02
200373,0.12
200374,0.1
200383,0.05
200387,0.24
200390,0.16
200391,0.02
200421,0.09
200437,0.1
200442,0.04
200447,0.09
200460,0.04
200463,0.09
200467,0.11
200487,0.11
200488,0.07
200490,0.16
200493,0.13
200494,0.02
200501,0.05
200506,0.12
200516,0.09
200518,0.06
200520,0.07
200523,0.14
200524,0.1
200525,0.12
200534,0.06
200538,0.11
200552,0.01
200556,0.02
200557,0.11
200567,0.04
200568,0.07
200570,0.05
200572,0.1
200576,0.02
200585,0.11
200587,0.14
200588,0.1
200593,0.05
200594,0.07
200595,0.09
200603,0.15
200615,0.01
200624,0.16
200631,0.16
200632,0.11
200636,0.08
200638,0.02
200641,0.04
200650,0.06
200653,0.17
200657,0.09
200668,0.02
200669,0.04
200670,0.09
200676,0.04
200697,0.04
200710,0.14
200720,0.09
200729,0.06
200749,0.08
200753,0.18
200755,0.06
200756,0.11
200757,0.11
200768,0.16
200776,0.04
200799,0.1
200801,0.16
200810,0.11
200823,0.06
200832,0.15
200836,0.14
200838,0.04
200864,0.09
200867,0.03
200869,0.17
200873,0.06
200876,0.1
200881,0.07
200883,0.05
200890,0.04
200895,0.08
200897,0.05
200899,0.03
200900,0.08
200907,0.03
200912,0.12
200926,0.05
200930,0.12
200971,0.03
200974,0.05
200979,0.09
200998,0.03
201008,0.1
201018,0.16
201026,0.02
201043,0.12
201049,0.04
201050,0.1
201061,0.02
201062,0.06
201072,0.01
201076,0.19
201077,0.05
201081,0.13
201084,0.06
201089,0.03
201092,0.05
201109,0.12
201110,0.04
201116,0.02
201122,0.12
201135,0.11
201143,0.05
201153,0.11
201159,0.12
201165,0.08
201187,0.05
201197,0.0
201218,0.08
201219,0.03
201231,0.09
201234,0.02
201243,0.08
201246,0.03
201254,0.06
201256,0.03
201262,0.17
201263,0.02
201272,0.1
201273,0.05
201281,0.03
201290,0.07
201294,0.02
201296,0.03
201320,0.11
201332,0.12
201342,0.1
201343,0.11
201347,0.02
201350,0.08
201351,0.02
201362,0.11
201363,0.09
201368,0.03
201373,0.04
201375,0.03
201378,0.11
201386,0.16
201387,0.03
201390,0.13
201393,0.11
201409,0.06
201442,0.08
201444,0.07
201447,0.11
201451,0.04
201474,0.05
201481,0.08
201491,0.04
201498,0.06
201499,0.09
201501,0.07
201502,0.02
201516,0.06
201517,0.1
201524,0.04
201526,0.09
201528,0.06
201532,0.01
201543,0.09
201544,0.16
201546,0.04
201552,0.06
201554,0.06
201556,0.02
201557,0.14
201559,0.08
201575,0.05
201592,0.06
201593,0.06
201600,0.07
201630,0.09
201631,0.15
201635,0.01
201638,0.05
201642,0.03
201645,0.0
201660,0.02
201663,0.07
201665,0.08
201674,0.07
201675,0.12
201677,0.04
201688,0.11
201698,0.09
201706,0.02
201709,0.07
201710,0.06
201718,0.08
201720,0.13
201727,0.07
201730,0.0
201732,0.06
201733,0.06
201736,0.06
201738,0.05
201744,0.09
201747,0.06
201751,0.06
201766,0.11
201777,0.05
201778,0.07
201785,0.09
201804,0.16
201808,0.12
201813,0.05
201815,0.04
201820,0.09
201825,0.1
201830,0.02
201838,0.09
201839,0.06
201845,0.03
201849,0.09
201850,0.06
201853,0.19
201856,0.05
201873,0.09
201875,0.15
201906,0.04
201907,0.05
201908,0.05
201909,0.04
201911,0.11
201927,0.04
201928,0.09
201937,0.03
201943,0.08
201946,0.08
201948,0.05
201949,0.04
201955,0.08
201962,0.01
201977,0.04
201996,0.03
201997,0.13
202004,0.02
202005,0.05
202006,0.12
202010,0.08
202020,0.04
202029,0.29
202033,0.05
202034,0.03
202040,0.13
202045,0.1
202048,0.04
202055,0.04
202058,0.03
202062,0.03
202073,0.09
202078,0.02
202079,0.07
202080,0.12
202085,0.11
202090,0.04
202092,0.15
202114,0.05
202124,0.11
202133,0.13
202136,0.04
202150,0.02
202156,0.04
202159,0.06
202165,0.05
202167,0.05
202168,0.04
202169,0.06
202170,0.09
202204,0.08
202209,0.03
202216,0.08
202220,0.06
202228,0.07
202229,0.13
202231,0.11
202232,0.06
202234,0.1
202252,0.11
202253,0.1
202272,0.03
202273,0.04
202292,0.05
202300,0.1
202302,0.17
202311,0.03
202316,0.08
202318,0.05
202324,0.04
202343,0.04
202344,0.03
202349,0.01
202351,0.04
202355,0.11
202379,0.13
202407,0.04
202409,0.23
202410,0.14
202422,0.16
202423,0.08
202435,0.19
202437,0.1
202438,0.09
202439,0.1
202441,0.03
202444,0.07
202446,0.08
202450,0.16
202455,0.09
202457,0.08
202461,0.25
202463,0.18
202473,0.03
202478,0.09
202484,0.12
202490,0.05
202491,0.04
202492,0.09
202497,0.12
202508,0.11
202509,0.04
202510,0.17
202511,0.08
202514,0.02
202524,0.05
202527,0.03
202547,0.07
202554,0.09
202557,0.13
202568,0.04
202573,0.1
202587,0.12
202599,0.04
202610,0.04
202613,0.11
202618,0.07
202621,0.1
202645,0.06
202646,0.07
202649,0.05
202653,0.11
202655,0.02
202656,0.09
202659,0.11
202661,0.02
202681,0.02
202688,0.08
202691,0.04
202692,0.07
202697,0.17
202698,0.12
202717,0.09
202720,0.07
202724,0.1
202725,0.18
202734,0.06
202740,0.02
202743,0.05
202746,0.05
202760,0.09
202761,0.02
202765,0.1
202769,0.02
202785,0.02
202793,0.05
202796,0.21
202805,0.02
202816,0.06
202823,0.13
202825,0.07
202829,0.05
202830,0.07
202848,0.05
202861,0.14
202862,0.05
202863,0.19
202879,0.11
202889,0.06
202894,0.14
202895,0.07
202897,0.02
202899,0.03
202900,0.06
202907,0.14
202927,0.07
202945,0.08
202951,0.11
202955,0.09
202960,0.05
202967,0.14
202972,0.01
202982,0.11
202993,0.03
202996,0.02
202998,0.09
203008,0.02
203026,0.12
203038,0.15
203044,0.06
203054,0.1
203070,0.05
203075,0.13
203082,0.06
203089,0.11
203090,0.04
203098,0.13
203108,0.1
203109,0.04
203113,0.03
203123,0.12
203124,0.06
203128,0.08
203129,0.16
203131,0.09
203142,0.1
203154,0.13
203175,0.01
203176,0.09
203183,0.06
203185,0.01
203195,0.05
203201,0.08
203205,0.02
203218,0.07
203241,0.05
203244,0.08
203245,0.04
203253,0.2
203259,0.1
203264,0.14
203276,0.02
203283,0.02
203286,0.04
203288,0.08
203290,0.03
203298,0.09
203300,0.05
203312,0.06
203318,0.13
203331,0.05
203337,0.02
203339,0.03
203344,0.03
203348,0.05
203349,0.15
203350,0.07
203358,0.07
203366,0.08
203371,0.06
203377,0.1
203399,0.04
203402,0.18
203407,0.18
203410,0.03
203421,0.11
203428,0.09
203431,0.11
203433,0.06
203459,0.03
203460,0.11
203462,0.03
203470,0.11
203475,0.27
203476,0.02
203496,0.09
203518,0.03
203547,0.03
203549,0.04
203550,0.09
203552,0.07
203561,0.12
203564,0.06
203567,0.06
203575,0.21
203590,0.04
203591,0.03
203605,0.07
203606,0.02
203640,0.1
203643,0.15
203647,0.16
203648,0.04
203669,0.03
203671,0.16
203692,0.07
203695,0.08
203706,0.11
203713,0.04
203730,0.08
203736,0.04
203745,0.1
203751,0.06
203753,0.02
203755,0.05
203762,0.08
203769,0.17
203774,0.04
203796,0.05
203799,0.06
203806,0.17
203807,0.02
203810,0.02
203816,0.08
203821,0.08
203822,0.12
203850,0.11
203854,0.04
203862,0.06
203868,0.05
203869,0.06
203870,0.01
203876,0.08
203878,0.15
203889,0.07
203897,0.05
203905,0.07
203914,0.13
203915,0.13
203950,0.11
203956,0.05
203957,0.07
203973,0.03
203975,0.07
203980,0.08
203997,0.05
204001,0.08
204008,0.04
204017,0.03
204020,0.12
204021,0.09
204026,0.14
204027,0.0
204043,0.04
204047,0.07
204055,0.05
204059,0.08
204060,0.18
204061,0.04
204073,0.09
204076,0.04
204086,0.07
204088,0.04
204102,0.18
204116,0.05
204117,0.03
204121,0.07
204129,0.17
204139,0.15
204148,0.02
204149,0.02
204175,0.03
204181,0.08
204183,0.09
204187,0.14
204193,0.13
204194,0.07
204195,0.12
204196,0.05
204202,0.08
204206,0.03
204207,0.03
204214,0.06
204222,0.07
204226,0.13
204227,0.11
204228,0.05
204231,0.09
204232,0.06
204235,0.1
204237,0.02
204239,0.06
204242,0.03
204254,0.09
204255,0.05
204259,0.05
204268,0.05
204280,0.03
204282,0.18
204307,0.01
204314,0.06
204318,0.07
204321,0.02
204330,0.05
204335,0.11
204339,0.07
204344,0.02
204350,0.09
204371,0.02
204372,0.07
204374,0.09
204383,0.01
204392,0.14
204403,0.01
204409,0.06
204416,0.11
204417,0.04
204437,0.06
204440,0.08
204445,0.01
204446,0.12
204449,0.11
204468,0.06
204504,0.04
204506,0.04
204536,0.07
204539,0.09
204601,0.05
204614,0.08
204616,0.09
204618,0.0
204623,0.06
204630,0.11
204636,0.04
204639,0.02
204642,0.03
204644,0.08
204648,0.06
204662,0.08
204673,0.05
204674,0.1
204681,0.1
204682,0.12
204683,0.1
204689,0.12
204690,0.1
204707,0.02
204728,0.09
204736,0.25
204740,0.04
204749,0.17
204756,0.04
204771,0.01
204778,0.01
204808,0.05
204822,0.2
204827,0.06
204831,0.1
204836,0.03
204837,0.05
204843,0.01
204846,0.04
204847,0.1
204850,0.1
204852,0.09
204854,0.11
204856,0.07
204857,0.16
204863,0.1
204870,0.08
204885,0.01
204895,0.08
204905,0.08
204911,0.03
204927,0.15
204929,0.04
204941,0.05
204959,0.03
204962,0.11
204965,0.19
204970,0.14
204971,0.08
204972,0.11
205000,0.09
205011,0.1
205013,0.12
205014,0.28
205019,0.03
205043,0.07
205045,0.11
205054,0.03
205066,0.08
205069,0.13
205070,0.06
205071,0.02
205073,0.05
205077,0.09
205078,0.06
205088,0.07
205104,0.18
205107,0.02
205117,0.02
205118,0.0
205128,0.21
205134,0.04
205140,0.03
205141,0.15
205142,0.08
205153,0.18
205158,0.08
205169,0.04
205170,0.15
205183,0.02
205184,0.13
205197,0.05
205199,0.03
205204,0.04
205208,0.06
205209,0.11
205210,0.1
205216,0.06
205219,0.11
205222,0.01
205225,0.03
205235,0.04
205236,0.05
205241,0.07
205244,0.1
205251,0.11
205252,0.05
205258,0.1
205262,0.08
205264,0.06
205274,0.1
205277,0.25
205281,0.04
205306,0.06
205307,0.05
205323,0.02
205336,0.1
205337,0.13
205360,0.23
205363,0.14
205365,0.09
205367,0.06
205368,0.02
205375,0.04
205403,0.02
205411,0.04
205415,0.06
205429,0.06
205434,0.11
205445,0.19
205463,0.04
205471,0.09
205472,0.08
205479,0.19
205480,0.02
205493,0.09
205503,0.08
205508,0.06
205524,0.06
205525,0.18
205526,0.02
205533,0.03
205542,0.01
205545,0.11
205552,0.08
205561,0.09
205563,0.01
205564,0.19
205565,0.13
205566,0.03
205569,0.12
205579,0.08
205585,0.12
205587,0.05
205588,0.11
205591,0.07
205594,0.04
205600,0.07
205608,0.01
205613,0.02
205618,0.19
205619,0.02
205623,0.04
205627,0.17
205628,0.16
205635,0.09
205638,0.13
205640,0.09
205641,0.11
205642,0.08
205643,0.08
205646,0.1
205655,0.17
205672,0.17
205678,0.13
205681,0.03
205682,0.07
205690,0.01
205693,0.04
205695,0.04
205724,0.0
205738,0.06
205741,0.16
205744,0.05
205750,0.02
205751,0.16
205752,0.02
205766,0.09
205773,0.04
205775,0.05
205776,0.05
205789,0.16
205793,0.02
205797,0.04
205798,0.06
205802,0.03
205806,0.02
205807,0.25
205815,0.08
205819,0.05
205821,0.09
205822,0.06
205831,0.04
205832,0.07
205836,0.08
205843,0.11
205862,0.21
205863,0.11
205866,0.2
205873,0.22
205877,0.05
205879,0.1
205880,0.05
205886,0.05
205898,0.05
205903,0.1
205907,0.01
205908,0.08
205909,0.05
205930,0.07
205931,0.01
205932,0.03
205951,0.08
205957,0.1
205960,0.04
205987,0.02
205994,0.11
205995,0.04
206006,0.08
206007,0.02
206013,0.05
206020,0.05
206030,0.02
206035,0.02
206038,0.05
206039,0.07
206061,0.05
206066,0.09
206068,0.14
206071,0.06
206076,0.13
206077,0.08
206091,0.08
206097,0.11
206101,0.07
206145,0.09
206147,0.05
206163,0.02
206171,0.05
206173,0.07
206174,0.1
206197,0.03
206198,0.1
206209,0.06
206211,0.09
206213,0.04
206246,0.08
206252,0.06
206253,0.11
206254,0.1
206257,0.1
206270,0.07
206283,0.04
206290,0.02
206291,0.05
206292,0.12
206307,0.05
206315,0.05
206319,0.06
206324,0.05
206326,0.06
206338,0.12
206339,0.05
206354,0.07
206359,0.03
206374,0.07
206377,0.06
206395,0.1
206403,0.0
206410,0.1
206413,0.1
206414,0.03
206418,0.09
206424,0.02
206427,0.04
206428,0.08
206429,0.03
206430,0.13
206447,0.11
206451,0.04
206465,0.06
206477,0.1
206484,0.05
206497,0.01
206517,0.0
206533,0.05
206542,0.08
206557,0.06
206563,0.05
206564,0.08
206565,0.04
206582,0.08
206593,0.11
206605,0.27
206606,0.04
206621,0.02
206639,0.15
206640,0.05
206641,0.08
206645,0.06
206656,0.1
206666,0.05
206679,0.05
206681,0.03
206684,0.08
206686,0.03
206687,0.11
206697,0.04
206700,0.03
206702,0.11
206703,0.1
206708,0.05
206710,0.07
206721,0.07
206723,0.09
206735,0.12
206739,0.1
206742,0.1
206744,0.08
206747,0.14
206752,0.05
206774,0.02
206776,0.18
206792,0.16
206799,0.12
206805,0.05
206806,0.08
206809,0.09
206812,0.12
206814,0.03
206830,0.12
206831,0.07
206878,0.14
206905,0.0
206908,0.14
206910,0.04
206917,0.04
206920,0.09
206927,0.02
206933,0.04
206945,0.07
206968,0.1
206987,0.07
206989,0.03
207017,0.1
207027,0.04
207029,0.06
207030,0.18
207035,0.05
207040,0.1
207043,0.07
207054,0.08
207055,0.1
207059,0.08
207060,0.06
207062,0.07
207071,0.11
207073,0.15
207079,0.08
207100,0.19
207107,0.08
207129,0.06
207132,0.04
207139,0.11
207148,0.06
207153,0.01
207163,0.18
207164,0.06
207168,0.05
207171,0.02
207173,0.07
207174,0.07
207181,0.12
207182,0.02
207198,0.05
207201,0.02
207213,0.05
207234,0.05
207238,0.07
207256,0.05
207257,0.21
207264,0.14
207268,0.12
207275,0.15
207291,0.04
207296,0.09
207304,0.1
207308,0.08
207314,0.06
207324,0.05
207332,0.03
207333,0.13
207339,0.11
207349,0.07
207351,0.06
207359,0.15
207361,0.05
207365,0.07
207369,0.09
207372,0.06
207377,0.14
207380,0.07
207394,0.03
207412,0.11
207423,0.13
207426,0.07
207427,0.22
207428,0.14
207430,0.23
207437,0.08
207440,0.05
207455,0.06
207456,0.17
207471,0.15
207476,0.03
207483,0.08
207497,0.15
207506,0.06
207515,0.17
207529,0.04
207533,0.03
207534,0.05
207541,0.15
207560,0.09
207561,0.11
207570,0.03
207600,0.08
207630,0.13
207633,0.11
207634,0.01
207635,0.06
207660,0.03
207682,0.02
207684,0.06
207687,0.12
207706,0.09
207708,0.1
207713,0.06
207714,0.02
207718,0.02
207721,0.06
207724,0.03
207727,0.12
207731,0.04
207732,0.1
207734,0.05
207739,0.06
207744,0.08
207787,0.08
207792,0.03
207801,0.02
207811,0.06
207817,0.04
207818,0.03
207819,0.08
207830,0.04
207834,0.1
207841,0.14
207844,0.06
207849,0.08
207856,0.02
207865,0.01
207867,0.11
207873,0.08
207882,0.05
207887,0.07
207888,0.07
207889,0.06
207907,0.03
207921,0.16
207922,0.01
207928,0.14
207930,0.14
207940,0.09
207941,0.13
207956,0.04
207960,0.07
207961,0.04
207968,0.05
207971,0.06
207972,0.14
207975,0.06
207976,0.04
207979,0.17
207997,0.07
207999,0.14
208008,0.23
208027,0.17
208030,0.05
208033,0.22
208035,0.1
208040,0.11
208052,0.11
208067,0.03
208090,0.03
208100,0.04
208102,0.07
208110,0.04
208117,0.01
208119,0.24
208123,0.04
208127,0.18
208136,0.07
208139,0.03
208140,0.07
208144,0.28
208149,0.09
208156,0.11
208166,0.18
208168,0.01
208170,0.15
208172,0.04
208178,0.2
208193,0.01
208195,0.03
208211,0.09
208213,0.03
208229,0.12
208231,0.08
208235,0.04
208238,0.09
208240,0.15
208249,0.02
208262,0.11
208263,0.07
208270,0.13
208288,0.2
208292,0.05
208302,0.08
208303,0.07
208312,0.02
208317,0.06
208322,0.12
208331,0.08
208336,0.06
208337,0.08
208339,0.19
208346,0.13
208353,0.05
208358,0.03
208359,0.05
208360,0.01
208370,0.11
208373,0.07
208390,0.02
208391,0.03
208394,0.1
208396,0.02
208397,0.05
208398,0.11
208400,0.12
208410,0.01
208420,0.06
208421,0.18
208431,0.08
208450,0.05
208451,0.11
208455,0.09
208478,0.1
208479,0.04
208482,0.1
208502,0.11
208516,0.08
208518,0.07
208534,0.09
208550,0.05
208551,0.03
208566,0.06
208567,0.1
208575,0.08
208576,0.07
208588,0.12
208590,0.07
208595,0.04
208619,0.04
208620,0.06
208627,0.09
208629,0.12
208642,0.14
208645,0.04
208661,0.11
208662,0.05
208679,0.06
208681,0.08
208689,0.05
208696,0.08
208701,0.07
208707,0.11
208719,0.04
208720,0.14
208730,0.02
208748,0.08
208753,0.1
208755,0.09
208769,0.08
208775,0.08
208785,0.04
208796,0.05
208806,0.09
208815,0.12
208830,0.08
208833,0.03
208837,0.05
208842,0.04
208860,0.02
208874,0.07
208886,0.14
